2V Data,,,,4V Data,,,,6V Data,,,,7.2V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 7.2V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
45.549,1.7,2,0.034,45.575,3.37,4.001,0.063,45.578,4.55,6.001,0.093,45.628,3.02,7.201,0.675,45.518,5.77,8.001,0.114,45.653,6.54,10.001,0.132,45.605,7.09,12,0.128
45.896,1.7,2,0.034,45.923,3.37,4.001,0.063,45.927,4.55,6.001,0.094,45.976,3,7.201,0.674,45.893,5.77,8.001,0.114,46.028,6.53,10.001,0.132,45.981,7.09,12,0.128
46.274,1.7,2,0.034,46.273,3.38,4.001,0.063,46.275,4.55,6.001,0.093,46.326,2.98,7.201,0.674,46.243,5.76,8.001,0.114,46.377,6.53,10.001,0.132,46.331,7.09,12,0.128
46.623,1.7,2,0.034,46.623,3.38,4.001,0.063,46.625,4.55,6.001,0.093,46.675,2.98,7.201,0.674,46.592,5.76,8.001,0.114,46.726,6.52,10.001,0.131,46.68,7.08,12,0.128
46.972,1.7,2,0.034,46.997,3.37,4.001,0.063,46.973,4.54,6.001,0.093,47.024,2.99,7.201,0.672,46.94,5.76,8.001,0.114,47.075,6.52,10.001,0.131,47.03,7.07,12,0.128
47.32,1.7,2,0.034,47.346,3.37,4.001,0.063,47.323,4.54,6.001,0.093,47.372,3,7.201,0.674,47.291,5.75,8.001,0.114,47.424,6.52,10.001,0.131,47.405,7.07,12,0.128
47.669,1.7,2,0.034,47.695,3.37,4.001,0.063,47.699,4.53,6.001,0.093,47.749,2.99,7.201,0.673,47.639,5.75,8.002,0.114,47.799,6.5,10.001,0.131,47.755,7.06,12,0.127
48.046,1.7,2,0.034,48.044,3.37,4.001,0.063,48.046,4.53,6.001,0.093,48.098,2.99,7.201,0.672,48.015,5.75,8.001,0.114,48.149,6.5,10.001,0.131,48.109,7.04,12,0.127
48.394,1.7,2,0.034,48.421,3.36,4.001,0.063,48.397,4.53,6.001,0.093,48.447,2.98,7.201,0.671,48.365,5.75,8.001,0.114,48.498,6.5,10.001,0.131,48.493,7.04,12,0.127
48.744,1.7,2,0.034,48.77,3.35,4.001,0.063,48.745,4.53,6.001,0.093,48.796,2.98,7.201,0.672,48.714,5.74,8.001,0.113,48.847,6.5,10.001,0.131,48.872,7.04,12,0.127
49.093,1.7,2,0.034,49.118,3.35,4.001,0.063,49.096,4.52,6.001,0.093,49.146,2.97,7.201,0.67,49.063,5.73,8.001,0.114,49.197,6.49,10.001,0.131,49.231,7.04,12,0.127
49.442,1.7,2,0.034,49.468,3.36,4.001,0.063,49.47,4.52,6.001,0.093,49.521,2.97,7.201,0.671,49.412,5.73,8.001,0.114,49.573,6.48,10.001,0.13,49.582,7.03,12,0.127
49.818,1.7,2,0.034,49.816,3.35,4.001,0.062,49.82,4.52,6.001,0.093,49.871,2.96,7.201,0.67,49.789,5.72,8.001,0.113,49.923,6.48,10.001,0.131,49.958,7.03,12,0.127
50.167,1.7,2,0.033,50.193,3.35,4.001,0.062,50.169,4.52,6.001,0.093,50.221,2.92,7.201,0.669,50.137,5.72,8.001,0.113,50.271,6.47,10.001,0.13,50.307,7.02,12,0.126
50.516,1.7,2,0.034,50.541,3.34,4.001,0.063,50.517,4.51,6.001,0.093,50.57,2.93,7.201,0.67,50.487,5.72,8.001,0.113,50.62,6.46,10.001,0.13,50.655,6.99,12,0.126
50.864,1.7,2,0.034,50.89,3.35,4.001,0.063,50.866,4.51,6.001,0.093,50.919,2.93,7.201,0.669,50.836,5.71,8.001,0.113,50.969,6.46,10.001,0.13,51.005,7,12,0.126
51.214,1.7,2,0.034,51.239,3.35,4.001,0.062,51.242,4.51,6.001,0.092,51.267,2.93,7.201,0.669,51.211,5.71,8.001,0.113,51.33,6.46,10.001,0.13,51.353,7,12,0.126
51.59,1.7,2,0.034,51.589,3.34,4.001,0.063,51.592,4.51,6.001,0.093,51.642,2.93,7.201,0.668,51.561,5.71,8.001,0.113,51.711,6.46,10.001,0.13,51.703,7,12,0.126
51.94,1.7,2,0.034,51.966,3.34,4.001,0.063,51.942,4.51,6.001,0.092,51.991,2.92,7.201,0.669,51.91,5.7,8.001,0.113,52.071,6.45,10.001,0.13,52.081,6.99,12,0.126
52.289,1.7,2,0.034,52.314,3.35,4.001,0.063,52.291,4.5,6.001,0.092,52.341,2.91,7.201,0.667,52.259,5.7,8.001,0.113,52.448,6.44,10.001,0.13,52.427,6.99,12,0.129
52.638,1.7,2,0.034,52.664,3.34,4.001,0.063,52.64,4.5,6.001,0.092,52.689,2.89,7.201,0.667,52.607,5.69,8.001,0.113,52.796,6.44,10.001,0.129,52.779,7.04,12,0.125
52.986,1.7,2,0.034,53.013,3.34,4,0.062,52.989,4.5,6.001,0.092,53.067,2.91,7.201,0.667,52.958,5.69,8.001,0.113,53.146,6.43,10.001,0.129,53.126,6.96,12,0.125
53.335,1.7,2,0.034,53.363,3.34,4.001,0.063,53.365,4.5,6.001,0.092,53.417,2.9,7.201,0.666,53.333,5.69,8.001,0.113,53.493,6.43,10.001,0.129,53.477,6.96,12,0.125
53.713,1.7,2,0.034,53.71,3.34,4.001,0.063,53.713,4.49,6.001,0.092,53.766,2.91,7.201,0.667,53.683,5.68,8.001,0.112,53.844,6.42,10.001,0.129,53.852,6.96,12,0.125
54.06,1.7,2,0.034,54.061,3.34,4.001,0.062,54.064,4.49,6.001,0.092,54.115,2.9,7.201,0.666,54.03,5.68,8.001,0.112,54.219,6.42,10.001,0.129,54.202,6.96,12,0.125
54.411,1.7,2,0.034,54.436,3.34,4.001,0.062,54.412,4.48,6.001,0.092,54.463,2.9,7.201,0.665,54.381,5.68,8.001,0.112,54.567,6.42,10.001,0.129,54.55,6.95,12,0.125
54.758,1.7,2,0.034,54.785,3.34,4,0.063,54.763,4.48,6.001,0.092,54.812,2.91,7.201,0.666,54.73,5.68,8.001,0.112,54.918,6.41,10.001,0.129,54.901,6.95,12,0.128
55.108,1.7,2,0.034,55.135,3.34,4.001,0.063,55.112,4.49,6.001,0.092,55.19,2.89,7.201,0.665,55.078,5.67,8.001,0.112,55.267,6.41,10.001,0.129,55.249,7.01,12,0.125
55.485,1.7,2,0.034,55.485,3.34,4.001,0.063,55.487,4.49,6.001,0.092,55.537,2.89,7.201,0.665,55.455,5.67,8.001,0.112,55.616,6.4,10.001,0.128,55.599,6.92,12,0.125
55.833,1.7,2,0.034,55.834,3.34,4.001,0.063,55.837,4.48,6.001,0.092,55.888,2.88,7.201,0.665,55.803,5.66,8.001,0.112,55.975,6.4,10.001,0.128,55.975,6.92,12,0.125
56.183,1.7,2,0.034,56.208,3.34,4.001,0.063,56.186,4.48,6.001,0.092,56.235,2.88,7.201,0.664,56.154,5.66,8.001,0.112,56.357,6.4,10.001,0.128,56.322,6.92,12,0.125
56.532,1.7,2,0.035,56.557,3.34,4.001,0.063,56.535,4.48,6.001,0.092,56.587,2.88,7.201,0.664,56.502,5.65,8.001,0.112,56.716,6.39,10.001,0.128,56.673,6.92,12,0.125
56.883,1.7,2,0.034,56.906,3.34,4.001,0.063,56.884,4.47,6.001,0.091,56.934,2.87,7.201,0.664,56.852,5.65,8.001,0.112,57.076,6.39,10.001,0.128,57.021,6.92,12,0.124
57.256,1.7,2,0.034,57.256,3.34,4.001,0.062,57.26,4.47,6.001,0.092,57.31,2.87,7.201,0.664,57.228,5.65,8.001,0.112,57.431,6.38,10.001,0.128,57.37,6.91,12,0.125
57.606,1.7,2,0.034,57.604,3.33,4.001,0.062,57.609,4.47,6.001,0.092,57.66,2.88,7.201,0.663,57.577,5.65,8.001,0.112,57.791,6.38,10.001,0.128,57.746,6.91,12,0.124
57.954,1.7,2,0.034,57.982,3.33,4.001,0.062,57.958,4.47,6.001,0.091,58.008,2.88,7.201,0.663,57.927,5.64,8.001,0.112,58.141,6.38,10.001,0.128,58.096,6.9,12,0.124
58.304,1.7,2,0.034,58.331,3.33,4.001,0.062,58.308,4.47,6.001,0.092,58.358,2.88,7.201,0.662,58.274,5.64,8.001,0.111,58.489,6.38,10.001,0.128,58.444,6.9,12,0.123
58.653,1.7,2,0.034,58.679,3.33,4.001,0.062,58.658,4.46,6.001,0.092,58.734,2.88,7.201,0.662,58.625,5.64,8.002,0.111,58.865,6.37,10.001,0.128,58.794,7.09,12,0.123
59.028,1.69,2,0.034,59.028,3.33,4,0.063,59.033,4.45,6.001,0.091,59.085,2.87,7.201,0.661,58.999,5.64,8.001,0.112,59.215,6.37,10.001,0.128,59.143,6.87,12,0.124
59.377,1.7,2,0.034,59.405,3.33,4.001,0.062,59.381,4.45,6.001,0.091,59.432,2.87,7.201,0.662,59.349,5.62,8.001,0.112,59.563,6.36,10.001,0.127,59.518,6.87,12,0.124
59.727,1.7,2,0.034,59.753,3.33,4.001,0.062,59.731,4.45,6.001,0.091,59.782,2.87,7.201,0.661,59.698,5.62,8.001,0.111,59.913,6.36,10.001,0.127,59.868,6.87,12,0.124
60.076,1.7,2,0.034,60.103,3.33,4.001,0.062,60.079,4.44,6.001,0.091,60.129,2.87,7.201,0.661,60.048,5.62,8.001,0.111,60.261,6.36,10.001,0.127,60.217,6.87,12,0.123
60.424,1.7,2,0.034,60.453,3.32,4.001,0.062,60.429,4.45,6.001,0.091,60.506,2.87,7.201,0.66,60.396,5.62,8.001,0.111,60.637,6.35,10.001,0.127,60.567,6.87,12,0.127
60.801,1.7,2,0.034,60.802,3.33,4.001,0.062,60.788,4.44,6.001,0.091,60.855,2.87,7.201,0.66,60.771,5.61,8.002,0.111,60.985,6.35,10.001,0.127,60.916,7.43,12,0.127
61.151,1.69,2,0.034,61.151,3.32,4.001,0.062,61.171,4.44,6.001,0.091,61.204,2.87,7.201,0.659,61.121,5.6,8.001,0.111,61.335,6.34,10.001,0.127,61.265,7.46,12,0.124
61.5,1.69,2,0.034,61.528,3.33,4.001,0.062,61.53,4.44,6.001,0.091,61.553,2.84,7.201,0.659,61.47,5.6,8.001,0.111,61.683,6.34,10.001,0.127,61.642,7.06,12,0.122
61.849,1.69,2,0.035,61.875,3.32,4.001,0.062,61.906,4.44,6.001,0.091,61.902,2.89,7.201,0.659,61.819,5.6,8.001,0.111,62.04,6.33,10.001,0.127,61.996,6.83,12,0.123
62.203,1.69,2,0.035,62.231,3.33,4.001,0.062,62.261,4.44,6.001,0.091,62.302,2.88,7.201,0.659,62.175,5.59,8.001,0.111,62.409,6.33,10.001,0.127,62.379,6.83,12,0.122
62.576,1.69,2,0.034,62.628,3.33,4.001,0.062,62.658,4.44,6.001,0.091,62.683,2.87,7.201,0.658,62.545,5.59,8.001,0.111,62.758,6.32,10.001,0.127,62.757,6.84,12,0.122
62.922,1.69,2,0.034,62.975,3.33,4.001,0.062,63.023,4.44,6.001,0.091,63.056,2.87,7.201,0.658,62.892,5.59,8.001,0.111,63.106,6.32,10.001,0.127,63.118,6.83,12,0.122
63.273,1.69,2,0.034,63.325,3.33,4.001,0.062,63.383,4.43,6.001,0.091,63.405,2.87,7.201,0.658,63.242,5.58,8.001,0.11,63.455,6.31,10.001,0.126,63.467,6.83,12,0.122
63.62,1.69,2,0.034,63.675,3.33,4.001,0.062,63.73,4.44,6.001,0.091,63.754,2.87,7.201,0.658,63.591,5.58,8.001,0.111,63.805,6.3,10.001,0.126,63.816,6.82,12,0.122
63.971,1.69,2,0.034,64.023,3.32,4.001,0.062,64.107,4.44,6.001,0.091,64.13,2.86,7.201,0.658,63.94,5.57,8.001,0.11,64.18,6.3,10.001,0.126,64.192,6.82,12,0.123
64.318,1.69,2,0.034,64.382,3.32,4.001,0.062,64.457,4.43,6.001,0.091,64.479,2.86,7.201,0.657,64.317,5.57,8.001,0.11,64.53,6.3,10.001,0.126,64.541,6.82,12,0.122
64.696,1.69,2,0.034,64.739,3.32,4.001,0.062,64.806,4.43,6.001,0.091,64.829,2.85,7.201,0.657,64.664,5.57,8.001,0.11,64.879,6.29,10.001,0.126,64.892,6.81,12,0.122
65.045,1.69,2,0.034,65.097,3.32,4.001,0.062,65.156,4.43,6.001,0.091,65.178,2.84,7.201,0.657,65.015,5.57,8.001,0.11,65.229,6.29,10.001,0.126,65.239,6.81,12,0.122
65.393,1.69,2,0.034,65.447,3.33,4.001,0.062,65.505,4.43,6.001,0.091,65.526,2.83,7.201,0.656,65.363,5.57,8.001,0.11,65.579,6.28,10.001,0.126,65.59,6.81,12,0.122
65.743,1.69,2,0.034,65.796,3.33,4.001,0.062,65.854,4.42,6.001,0.09,65.876,2.84,7.201,0.656,65.712,5.56,8.001,0.11,65.926,6.28,10.001,0.126,65.965,6.8,12,0.122
66.091,1.69,2,0.034,66.173,3.33,4.001,0.062,66.228,4.42,6.001,0.091,66.224,2.83,7.201,0.656,66.062,5.55,8.001,0.11,66.304,6.27,10.001,0.126,66.316,6.79,12,0.122
66.469,1.69,2,0.034,66.52,3.33,4.001,0.062,66.579,4.42,6.001,0.09,66.601,2.85,7.201,0.655,66.411,5.55,8.001,0.11,66.651,6.27,10.001,0.125,66.663,6.79,12,0.122
66.814,1.69,2,0.034,66.872,3.32,4.001,0.062,66.926,4.42,6.001,0.09,66.95,2.85,7.201,0.656,66.787,5.55,8.002,0.11,67.002,6.27,10.001,0.125,67.013,6.79,12,0.122
67.166,1.69,2,0.034,67.219,3.32,4.001,0.062,67.278,4.42,6.001,0.09,67.299,2.85,7.201,0.655,67.138,5.55,8.001,0.11,67.351,6.26,10.001,0.125,67.363,6.79,12,0.122
67.515,1.69,2,0.034,67.57,3.32,4.001,0.062,67.625,4.41,6.001,0.09,67.648,2.84,7.201,0.655,67.486,5.55,8.001,0.11,67.701,6.26,10.001,0.125,67.711,6.78,12,0.122
67.89,1.69,2,0.034,67.917,3.32,4.001,0.062,68.002,4.41,6.001,0.09,67.999,2.86,7.201,0.655,67.834,5.54,8.001,0.11,68.061,6.25,10.001,0.125,68.072,6.78,12,0.122
68.24,1.69,2,0.034,68.294,3.32,4.001,0.062,68.351,4.41,6.001,0.09,68.373,2.86,7.201,0.654,68.185,5.54,8.001,0.109,68.415,6.25,10.001,0.125,68.427,6.77,12,0.121
68.588,1.69,2,0.034,68.644,3.32,4.001,0.062,68.7,4.4,6.001,0.09,68.724,2.86,7.201,0.654,68.56,5.54,8.001,0.11,68.774,6.24,10.001,0.125,68.785,6.77,12,0.122
68.938,1.69,2,0.034,68.993,3.32,4.001,0.062,69.049,4.4,6.001,0.09,69.072,2.85,7.201,0.654,68.91,5.54,8.001,0.109,69.123,6.24,10.001,0.125,69.134,6.76,12,0.121
69.286,1.69,2,0.034,69.342,3.32,4.001,0.062,69.397,4.39,6.001,0.09,69.422,2.85,7.201,0.654,69.258,5.53,8.001,0.11,69.499,6.24,10.001,0.125,69.511,6.76,12,0.121
69.637,1.69,2,0.034,69.691,3.32,4.001,0.062,69.774,4.4,6.001,0.09,69.771,2.85,7.201,0.653,69.608,5.53,8.001,0.109,69.874,6.24,10.001,0.125,69.86,6.75,12,0.121
70.011,1.69,2,0.034,70.04,3.32,4.001,0.062,70.122,4.39,6.001,0.09,70.145,2.85,7.201,0.653,69.957,5.53,8.001,0.11,70.224,6.23,10.001,0.125,70.209,6.74,12,0.121
70.362,1.69,2,0.034,70.415,3.31,4.001,0.062,70.473,4.39,6.001,0.09,70.497,2.85,7.201,0.652,70.331,5.52,8.002,0.109,70.572,6.21,10.001,0.124,70.558,6.74,12,0.121
70.711,1.69,2,0.034,70.764,3.32,4.001,0.062,70.82,4.39,6.001,0.09,70.851,2.84,7.201,0.653,70.681,5.52,8.001,0.109,70.95,6.21,10.001,0.124,70.906,6.74,12,0.121
71.058,1.69,2,0.034,71.114,3.32,4.001,0.062,71.17,4.39,6.001,0.09,71.25,2.83,7.201,0.652,71.031,5.52,8.001,0.109,71.298,6.21,10.001,0.124,71.256,6.73,12,0.121
71.409,1.69,2,0.034,71.464,3.31,4.001,0.062,71.548,4.39,6.001,0.09,71.597,2.8,7.201,0.652,71.38,5.51,8.001,0.109,71.647,6.21,10.001,0.124,71.633,6.72,12,0.121
71.758,1.69,2,0.033,71.811,3.31,4.001,0.062,71.896,4.39,6.001,0.09,71.948,2.8,7.201,0.652,71.729,5.51,8.001,0.109,71.996,6.21,10.001,0.124,71.982,6.72,12,0.121
72.134,1.69,2,0.034,72.187,3.31,4.001,0.062,72.247,4.38,6.001,0.09,72.296,2.8,7.201,0.651,72.106,5.51,8.001,0.109,72.345,6.2,10.001,0.124,72.33,6.71,12,0.121
72.483,1.69,2,0.034,72.536,3.31,4.001,0.062,72.595,4.38,6.001,0.09,72.645,2.79,7.201,0.651,72.454,5.5,8.001,0.109,72.722,6.2,10.001,0.124,72.68,6.71,12,0.12
72.833,1.69,2,0.034,72.885,3.31,4.001,0.062,72.946,4.37,6.001,0.089,73.021,2.79,7.201,0.651,72.803,5.5,8.001,0.109,73.071,6.19,10.001,0.124,73.029,6.71,12,0.121
73.182,1.69,2,0.034,73.234,3.31,4.001,0.062,73.292,4.38,6.001,0.09,73.371,2.79,7.201,0.651,73.152,5.5,8.001,0.108,73.421,6.19,10.001,0.124,73.377,6.7,12,0.12
73.532,1.69,2,0.034,73.612,3.31,4.001,0.062,73.669,4.38,6.001,0.09,73.721,2.79,7.201,0.65,73.501,5.5,8.001,0.109,73.77,6.19,10.001,0.124,73.755,6.69,12,0.12
73.889,1.69,2,0.034,73.96,3.31,4.001,0.062,74.019,4.37,6.001,0.09,74.069,2.79,7.201,0.65,73.878,5.49,8.001,0.109,74.119,6.18,10.001,0.124,74.102,6.69,12,0.12
74.246,1.69,2,0.034,74.309,3.31,4.001,0.062,74.369,4.37,6.001,0.089,74.418,2.78,7.201,0.65,74.227,5.49,8.001,0.108,74.493,6.18,10.001,0.124,74.454,6.69,12,0.12
74.606,1.69,2,0.034,74.658,3.31,4.001,0.062,74.717,4.37,6.001,0.09,74.767,2.78,7.201,0.65,74.576,5.49,8.001,0.109,74.844,6.18,10.001,0.123,74.802,6.83,12,0.119
74.954,1.69,2,0.034,75.008,3.31,4.001,0.062,75.066,4.37,6.001,0.09,75.143,2.76,7.201,0.649,74.925,5.49,8.001,0.108,75.191,6.17,10.001,0.124,75.153,6.62,12,0.118
75.303,1.69,2,0.034,75.359,3.3,4.001,0.062,75.443,4.37,6.001,0.089,75.49,2.73,7.201,0.649,75.276,5.48,8.001,0.108,75.541,6.16,10.001,0.124,75.527,6.64,12,0.118
75.678,1.69,2,0.034,75.735,3.3,4.001,0.062,75.79,4.37,6.001,0.09,75.84,2.75,7.201,0.649,75.623,5.48,8.001,0.108,75.889,6.17,10.001,0.123,75.876,6.65,12,0.118
76.029,1.69,2,0.034,76.084,3.3,4.001,0.062,76.141,4.37,6.001,0.09,76.19,2.76,7.201,0.649,76,5.47,8.001,0.109,76.265,6.16,10.001,0.123,76.226,6.65,12,0.118
76.376,1.69,2,0.034,76.433,3.3,4.001,0.062,76.488,4.37,6.001,0.09,76.565,2.77,7.201,0.648,76.349,5.47,8.001,0.108,76.615,6.16,10.001,0.123,76.574,6.64,12,0.118
76.728,1.69,2,0.034,76.781,3.3,4.001,0.062,76.839,4.36,6.001,0.089,76.914,2.76,7.201,0.648,76.698,5.47,8.001,0.108,76.964,6.16,10.001,0.123,76.925,6.65,12,0.118
77.075,1.69,2,0.034,77.131,3.3,4.001,0.062,77.188,4.36,6.001,0.089,77.264,2.76,7.201,0.648,77.046,5.47,8.001,0.108,77.314,6.15,10.001,0.123,77.274,6.64,12,0.118
77.451,1.69,2,0.034,77.507,3.3,4.001,0.062,77.564,4.36,6.001,0.089,77.613,2.75,7.201,0.648,77.396,5.46,8.001,0.108,77.662,6.16,10.001,0.123,77.65,6.64,12,0.118
77.8,1.69,2,0.034,77.856,3.3,4.001,0.062,77.913,4.36,6.001,0.089,77.96,2.75,7.201,0.647,77.771,5.45,8.001,0.108,78.038,6.15,10.001,0.123,77.998,6.63,12,0.118
78.148,1.69,2,0.034,78.205,3.3,4.001,0.062,78.261,4.36,6.001,0.089,78.322,2.75,7.201,0.647,78.121,5.46,8.001,0.108,78.388,6.15,10.001,0.123,78.348,6.63,12,0.118
78.499,1.69,2,0.034,78.554,3.3,4.001,0.062,78.61,4.36,6.001,0.089,78.704,2.73,7.201,0.647,78.47,5.45,8.001,0.108,78.736,6.15,10.001,0.123,78.696,6.63,12,0.118
78.848,1.69,2,0.034,78.904,3.3,4.001,0.062,78.96,4.35,6.001,0.089,79.063,2.74,7.201,0.647,78.818,5.45,8.001,0.108,79.085,6.14,10.001,0.123,79.071,6.63,12,0.118
79.224,1.69,2,0.034,79.253,3.29,4.001,0.062,79.336,4.34,6.001,0.089,79.412,2.74,7.201,0.646,79.194,5.44,8.001,0.108,79.435,6.14,10.001,0.123,79.42,6.62,12,0.118
79.574,1.69,2,0.034,79.629,3.29,4.001,0.061,79.686,4.35,6.001,0.089,79.788,2.73,7.201,0.646,79.545,5.44,8.001,0.107,79.813,6.14,10.001,0.123,79.769,6.61,12,0.118
79.923,1.69,2,0.034,79.977,3.3,4.001,0.062,80.035,4.34,6.001,0.089,80.138,2.72,7.201,0.646,79.893,5.44,8.001,0.108,80.165,6.13,10.001,0.123,80.12,6.61,12,0.118
80.272,1.69,2,0.034,80.327,3.29,4.001,0.061,80.383,4.34,6.001,0.089,80.486,2.72,7.201,0.646,80.242,5.43,8.001,0.107,80.526,6.13,10.001,0.123,80.469,6.61,12,0.118
80.621,1.69,2,0.034,80.675,3.29,4.001,0.062,80.733,4.34,6.001,0.089,80.835,2.69,7.201,0.646,80.59,5.43,8.001,0.108,80.885,6.12,10.001,0.122,80.846,6.61,12,0.118
80.981,1.69,2,0.034,81.051,3.29,4.001,0.062,81.111,4.34,6.001,0.089,81.185,2.67,7.201,0.646,80.966,5.43,8.002,0.107,81.261,6.12,10.001,0.122,81.193,6.61,12,0.118
81.364,1.69,2,0.034,81.4,3.29,4.001,0.062,81.458,4.34,6.001,0.089,81.56,2.68,7.201,0.645,81.316,5.42,8.002,0.107,81.611,6.12,10.001,0.122,81.543,6.6,12,0.118
81.723,1.69,2,0.034,81.749,3.29,4.001,0.061,81.809,4.34,6.001,0.089,81.911,2.71,7.201,0.645,81.665,5.42,8.001,0.107,81.959,6.11,10.001,0.122,81.891,6.6,12,0.118
82.072,1.69,2,0.034,82.098,3.29,4.001,0.061,82.157,4.33,6.001,0.089,82.258,2.69,7.201,0.645,82.015,5.42,8.001,0.107,82.31,6.11,10.001,0.122,82.242,6.6,12,0.118
82.446,1.69,2,0.034,82.449,3.29,4.001,0.062,82.507,4.33,6.001,0.089,82.608,2.72,7.201,0.644,82.364,5.42,8.002,0.107,82.657,6.11,10.001,0.122,82.592,6.59,12,0.118
82.797,1.69,2,0.034,82.797,3.29,4.001,0.062,82.855,4.33,6.001,0.089,82.957,2.69,7.201,0.644,82.712,5.41,8.002,0.107,83.033,6.1,10.001,0.122,82.941,6.81,12,0.117
83.16,1.69,2,0.034,83.174,3.28,4.001,0.061,83.205,4.33,6.001,0.089,83.333,2.7,7.201,0.644,83.072,5.41,8.001,0.107,83.383,6.1,10.001,0.122,83.318,6.56,12,0.116
83.549,1.69,2,0.034,83.522,3.28,4.001,0.062,83.582,4.32,6.001,0.088,83.683,2.71,7.201,0.644,83.429,5.41,8.001,0.107,83.732,6.1,10.001,0.122,83.666,6.57,12,0.117
83.897,1.69,2,0.034,83.87,3.29,4.001,0.061,83.93,4.32,6.001,0.089,84.031,2.7,7.201,0.643,83.787,5.41,8.001,0.107,84.081,6.09,10.001,0.122,84.016,6.56,12,0.117
84.248,1.69,2,0.034,84.22,3.28,4.001,0.062,84.279,4.32,6.001,0.089,84.38,2.7,7.201,0.644,84.137,5.4,8.001,0.107,84.457,6.09,10.001,0.122,84.364,6.56,12,0.117
84.596,1.69,2,0.034,84.569,3.28,4.001,0.061,84.628,4.32,6.001,0.089,84.729,2.7,7.201,0.643,84.486,5.4,8.002,0.107,84.807,6.08,10.001,0.122,84.715,6.56,12,0.117
84.946,1.69,2,0.034,84.918,3.28,4.001,0.062,84.978,4.32,6.001,0.088,85.105,2.72,7.201,0.643,84.837,5.4,8.001,0.107,85.156,6.08,10.001,0.122,85.09,6.56,12,0.117
85.322,1.69,2,0.034,85.295,3.27,4.001,0.061,85.352,4.31,6.001,0.088,85.454,2.72,7.201,0.643,85.212,5.39,8.001,0.106,85.505,6.08,10.001,0.122,85.44,6.56,12,0.117
85.672,1.69,2,0.034,85.643,3.28,4.001,0.061,85.704,4.31,6.001,0.088,85.803,2.72,7.201,0.643,85.562,5.4,8.001,0.107,85.854,6.07,10.001,0.122,85.789,6.55,12,0.116
86.019,1.69,2,0.034,85.992,3.27,4.001,0.061,86.05,4.31,6.001,0.088,86.152,2.72,7.201,0.643,85.911,5.4,8.001,0.106,86.202,6.07,10.001,0.121,86.137,6.54,12,0.116
86.369,1.69,2,0.034,86.342,3.27,4.001,0.061,86.401,4.31,6.001,0.088,86.501,2.72,7.201,0.642,86.26,5.4,8.001,0.107,86.581,6.06,10.001,0.122,86.488,6.54,12,0.116
86.719,1.69,2,0.034,86.692,3.27,4.001,0.062,86.75,4.31,6.001,0.088,86.879,2.72,7.201,0.642,86.609,5.39,8.001,0.106,86.928,6.06,10.001,0.121,86.863,6.54,12,0.116
87.093,1.69,2,0.034,87.068,3.27,4.001,0.061,87.126,4.31,6.001,0.088,87.227,2.72,7.201,0.641,86.984,5.39,8.001,0.107,87.278,6.06,10.001,0.121,87.212,6.53,12,0.116
87.442,1.69,2,0.034,87.417,3.27,4.001,0.062,87.474,4.31,6.001,0.088,87.577,2.72,7.201,0.642,87.333,5.39,8.001,0.107,87.627,6.06,10.001,0.121,87.561,6.53,12,0.12
87.792,1.69,2,0.034,87.766,3.27,4.001,0.061,87.824,4.31,6.001,0.088,87.925,2.72,7.201,0.641,87.682,5.39,8.001,0.106,87.977,6.05,10.001,0.121,87.911,7.12,12,0.121
88.142,1.69,2,0.034,88.115,3.27,4.001,0.061,88.172,4.3,6.001,0.088,88.275,2.71,7.201,0.641,88.032,5.38,8.002,0.106,88.352,6.06,10.001,0.121,88.258,7.2,12,0.121
88.49,1.69,2,0.034,88.463,3.27,4.001,0.061,88.521,4.3,6.001,0.089,88.623,2.71,7.201,0.641,88.38,5.39,8.001,0.106,88.701,6.05,10.001,0.121,88.635,7.13,12,0.12
88.866,1.69,2,0.034,88.839,3.27,4.001,0.061,88.898,4.3,6.001,0.088,89.001,2.71,7.201,0.64,88.755,5.38,8.001,0.106,89.051,6.05,10.001,0.121,88.984,7.21,12,0.121
89.215,1.69,2,0.034,89.189,3.27,4.001,0.061,89.248,4.3,6.001,0.088,89.35,2.71,7.201,0.64,89.105,5.38,8.001,0.106,89.399,6.04,10.001,0.121,89.334,7.28,12,0.121
89.564,1.68,2,0.034,89.538,3.27,4.001,0.061,89.597,4.29,6.001,0.088,89.7,2.71,7.201,0.641,89.455,5.38,8.001,0.106,89.749,6.04,10.001,0.121,89.683,7.32,12,0.122
89.914,1.69,2,0.034,89.888,3.27,4.001,0.062,89.946,4.29,6.001,0.088,90.049,2.71,7.201,0.64,89.804,5.38,8.001,0.106,90.098,6.04,10.001,0.121,90.032,7.34,12,0.121
90.262,1.68,2,0.034,90.235,3.26,4.001,0.061,90.296,4.29,6.001,0.088,90.398,2.71,7.201,0.64,90.153,5.38,8.001,0.106,90.475,6.04,10.001,0.121,90.407,7.36,12,0.121
