2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,,,,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m),,,,,
150.822,1.54,2,0.032,150.851,3.04,4.001,0.056,150.831,3.92,6.001,0.085,151.091,4.57,8.001,0.092,151.251,5.78,10.001,0.104,150.954,5.7,12,0.106,,,,,
151.198,1.54,2,0.031,151.198,3.04,4.001,0.056,151.18,3.92,6.001,0.085,151.441,4.57,8.001,0.092,151.601,5.78,10.001,0.104,151.315,5.69,12,0.106,,,,,
151.546,1.54,2,0.032,151.55,3.04,4.001,0.056,151.529,3.91,6.001,0.085,151.79,4.58,8.001,0.092,151.95,5.78,10.001,0.104,151.67,5.69,12,0.106,,,,,
151.896,1.54,2,0.032,151.897,3.04,4.001,0.056,151.906,3.91,6.001,0.085,152.139,4.58,8.002,0.092,152.299,5.78,10.001,0.104,152.03,5.69,12,0.106,,,,,
152.244,1.54,2,0.031,152.247,3.04,4.001,0.056,152.254,3.91,6.001,0.085,152.513,4.57,8.002,0.092,152.659,5.77,10.001,0.104,152.378,5.69,12,0.106,,,,,
152.594,1.54,2,0.032,152.623,3.04,4.001,0.056,152.604,3.91,6.001,0.085,152.864,4.57,8.002,0.092,153.024,5.77,10.001,0.104,152.728,5.69,12,0.106,,,,,
152.942,1.54,2,0.032,152.971,3.04,4,0.056,152.952,3.91,6.001,0.085,153.213,4.57,8.001,0.092,153.373,5.77,10.001,0.104,153.105,5.69,12,0.106,,,,,
153.318,1.54,2,0.031,153.321,3.04,4.001,0.056,153.302,3.91,6.001,0.085,153.561,4.57,8.001,0.092,153.722,5.76,10.001,0.103,153.454,5.69,12,0.106,,,,,
153.667,1.54,2,0.031,153.671,3.04,4.001,0.056,153.677,3.91,6.001,0.085,153.911,4.56,8.001,0.092,154.071,5.76,10.001,0.104,153.803,5.68,12,0.106,,,,,
154.017,1.54,2,0.032,154.019,3.04,4.001,0.056,154.028,3.9,6.001,0.085,154.287,4.56,8.002,0.092,154.42,5.76,10.001,0.104,154.151,5.68,12,0.106,,,,,
154.365,1.54,2,0.031,154.394,3.04,4.001,0.056,154.377,3.9,6.001,0.085,154.636,4.56,8.002,0.092,154.78,5.76,10.001,0.104,154.503,5.68,12,0.106,,,,,
154.743,1.54,2,0.032,154.745,3.04,4.001,0.056,154.726,3.9,6.001,0.084,154.985,4.56,8.001,0.092,155.163,5.76,10.001,0.104,154.849,5.68,12,0.106,,,,,
155.09,1.54,2,0.031,155.093,3.04,4,0.056,155.075,3.9,6.001,0.084,155.334,4.56,8.002,0.092,155.522,5.76,10.001,0.103,155.227,5.68,12,0.106,,,,,
155.44,1.54,2,0.032,155.442,3.04,4.001,0.056,155.424,3.9,6.001,0.084,155.683,4.56,8.001,0.092,155.897,5.75,10.001,0.103,155.575,5.67,12,0.106,,,,,
155.79,1.54,2,0.031,155.792,3.04,4,0.056,155.8,3.9,6.001,0.085,156.059,4.56,8.001,0.092,156.247,5.75,10.001,0.103,155.925,5.67,12,0.106,,,,,
156.139,1.54,2,0.032,156.167,3.04,4.001,0.056,156.147,3.9,6.001,0.084,156.408,4.56,8.001,0.092,156.596,5.75,10.001,0.103,156.274,5.67,12,0.106,,,,,
156.488,1.54,2,0.031,156.516,3.04,4.001,0.056,156.498,3.9,6.001,0.085,156.757,4.56,8.001,0.092,156.945,5.74,10.001,0.103,156.623,5.66,12,0.106,,,,,
156.865,1.54,2,0.031,156.865,3.04,4.001,0.056,156.846,3.89,6.001,0.084,157.107,4.54,8.001,0.092,157.293,5.75,10.001,0.103,156.999,5.66,12,0.106,,,,,
157.213,1.54,2,0.032,157.214,3.04,4.001,0.056,157.224,3.9,6.001,0.084,157.456,4.54,8.001,0.092,157.669,5.74,10.001,0.103,157.348,5.66,12,0.106,,,,,
157.563,1.54,2,0.031,157.564,3.04,4.001,0.056,157.572,3.89,6.001,0.084,157.815,4.54,8.001,0.092,158.018,5.74,10.001,0.103,157.698,5.66,12,0.106,,,,,
157.912,1.54,2,0.031,157.939,3.04,4.001,0.056,157.922,3.89,6.001,0.084,158.198,4.54,8.002,0.092,158.367,5.75,10.001,0.103,158.046,5.66,12,0.105,,,,,
158.262,1.54,2,0.031,158.288,3.04,4.001,0.056,158.271,3.9,6.001,0.084,158.557,4.54,8.001,0.092,158.717,5.74,10.001,0.103,158.395,5.66,12,0.105,,,,,
158.638,1.54,2,0.031,158.638,3.04,4.001,0.056,158.62,3.89,6.001,0.084,158.932,4.54,8.001,0.091,159.066,5.73,10.001,0.103,158.745,5.65,12,0.105,,,,,
158.987,1.54,2,0.031,158.987,3.04,4.001,0.056,158.969,3.89,6.001,0.084,159.283,4.54,8.001,0.092,159.441,5.73,10.001,0.103,159.119,5.65,12,0.105,,,,,
159.337,1.54,2,0.031,159.336,3.04,4.001,0.056,159.345,3.89,6.001,0.084,159.632,4.54,8.002,0.091,159.792,5.73,10.001,0.103,159.47,5.65,12,0.105,,,,,
159.685,1.54,2,0.031,159.712,3.04,4.001,0.056,159.694,3.89,6.001,0.084,159.981,4.54,8.001,0.091,160.14,5.73,10.001,0.103,159.819,5.65,12,0.105,,,,,
160.034,1.54,2,0.031,160.061,3.04,4.001,0.056,160.043,3.89,6.001,0.084,160.331,4.54,8.001,0.092,160.489,5.73,10.001,0.103,160.167,5.65,12,0.105,,,,,
160.383,1.54,2,0.031,160.411,3.04,4.001,0.056,160.393,3.89,6.001,0.084,160.678,4.54,8.001,0.091,160.838,5.72,10.001,0.103,160.543,5.65,12,0.105,,,,,
160.758,1.54,2,0.031,160.759,3.04,4.001,0.056,160.742,3.89,6.001,0.084,161.055,4.54,8.002,0.092,161.216,5.72,10.001,0.103,160.892,5.64,12,0.105,,,,,
161.108,1.54,2,0.031,161.11,3.04,4.001,0.056,161.09,3.89,6.001,0.084,161.404,4.54,8.001,0.091,161.563,5.72,10.001,0.103,161.242,5.64,12,0.105,,,,,
161.457,1.54,2,0.031,161.457,3.04,4.001,0.056,161.468,3.89,6.001,0.084,161.754,4.54,8.001,0.091,161.913,5.72,10.001,0.103,161.591,5.64,12,0.105,,,,,
161.805,1.54,2,0.031,161.834,3.04,4.001,0.056,161.817,3.88,6.001,0.084,162.102,4.52,8.001,0.091,162.262,5.71,10.001,0.103,161.939,5.64,12,0.105,,,,,
162.18,1.54,2,0.031,162.183,3.04,4.001,0.056,162.166,3.88,6.001,0.084,162.451,4.53,8.002,0.091,162.611,5.71,10.001,0.103,162.288,5.64,12,0.105,,,,,
162.532,1.54,2,0.032,162.532,3.04,4.001,0.056,162.514,3.89,6.001,0.084,162.828,4.53,8.002,0.091,162.96,5.71,10.001,0.102,162.666,5.64,12,0.105,,,,,
162.88,1.54,2,0.031,162.881,3.04,4.001,0.056,162.865,3.88,6.001,0.084,163.178,4.53,8.002,0.091,163.338,5.71,10.001,0.102,163.014,5.63,12,0.105,,,,,
163.229,1.54,2,0.032,163.23,3.04,4.001,0.056,163.241,3.88,6.001,0.084,163.526,4.53,8.001,0.091,163.686,5.71,10.001,0.102,163.363,5.63,12,0.105,,,,,
163.578,1.54,2,0.031,163.606,3.04,4,0.056,163.59,3.88,6.001,0.083,163.875,4.53,8.002,0.091,164.036,5.7,10.001,0.102,163.714,5.62,12,0.105,,,,,
163.927,1.54,2,0.031,163.953,3.04,4,0.056,163.939,3.88,6.001,0.084,164.224,4.53,8.002,0.091,164.385,5.71,10.001,0.102,164.063,5.63,12,0.105,,,,,
164.303,1.54,2,0.032,164.305,3.04,4.001,0.056,164.288,3.88,6.001,0.084,164.601,4.53,8.001,0.091,164.735,5.7,10.001,0.102,164.412,5.62,12,0.105,,,,,
164.652,1.54,2,0.031,164.654,3.04,4.001,0.056,164.638,3.88,6.001,0.084,164.949,4.52,8.002,0.091,165.094,5.7,10.001,0.102,164.789,5.62,12,0.104,,,,,
165.002,1.54,2,0.031,165.005,3.04,4.001,0.056,164.987,3.88,6.001,0.084,165.3,4.53,8.002,0.091,165.448,5.7,10.001,0.102,165.136,5.62,12,0.104,,,,,
165.351,1.54,2,0.031,165.352,3.04,4.001,0.056,165.362,3.88,6.001,0.083,165.647,4.53,8.002,0.091,165.808,5.7,10.001,0.102,165.487,5.62,12,0.104,,,,,
165.7,1.54,2,0.032,165.728,3.04,4.001,0.056,165.712,3.88,6.001,0.084,165.997,4.52,8.001,0.091,166.156,5.69,10.001,0.102,165.837,5.62,12,0.104,,,,,
166.049,1.54,2,0.031,166.077,3.04,4.001,0.056,166.061,3.88,6.001,0.084,166.346,4.52,8.001,0.091,166.506,5.69,10.001,0.102,166.186,5.62,12,0.104,,,,,
166.426,1.54,2,0.032,166.426,3.04,4.001,0.056,166.409,3.87,6.001,0.084,166.722,4.52,8.002,0.091,166.881,5.69,10.001,0.102,166.546,5.61,12,0.104,,,,,
166.775,1.54,2,0.031,166.776,3.04,4.001,0.056,166.786,3.88,6.001,0.083,167.071,4.52,8.001,0.091,167.23,5.69,10.001,0.102,166.9,5.61,12,0.104,,,,,
167.124,1.54,2,0.031,167.151,3.03,4.001,0.056,167.134,3.88,6.001,0.083,167.421,4.52,8.001,0.091,167.58,5.68,10.001,0.102,167.261,5.58,12,0.103,,,,,
167.472,1.54,2,0.031,167.5,3.03,4,0.056,167.485,3.87,6.001,0.083,167.77,4.52,8.001,0.091,167.93,5.68,10.001,0.103,167.607,5.61,12,0.103,,,,,
167.822,1.54,2,0.031,167.849,3.04,4.001,0.056,167.833,3.87,6.001,0.083,168.119,4.52,8.002,0.091,168.278,5.68,10.001,0.102,167.958,5.6,12,0.103,,,,,
168.199,1.54,2,0.032,168.199,3.04,4.001,0.056,168.183,3.87,6.001,0.083,168.495,4.52,8.001,0.091,168.638,5.68,10.001,0.102,168.308,5.61,12,0.104,,,,,
168.547,1.54,2,0.032,168.547,3.04,4,0.056,168.531,3.87,6.001,0.083,168.844,4.5,8.001,0.091,169.019,5.68,10.001,0.102,168.682,5.6,12,0.103,,,,,
168.896,1.54,2,0.031,168.897,3.04,4.001,0.056,168.907,3.87,6.001,0.083,169.193,4.5,8.001,0.09,169.379,5.68,10.001,0.102,169.032,5.6,12,0.103,,,,,
169.245,1.54,2,0.031,169.273,3.03,4.001,0.056,169.257,3.87,6.001,0.083,169.541,4.5,8.001,0.09,169.755,5.68,10.001,0.102,169.381,5.6,12,0.104,,,,,
169.594,1.54,2,0.031,169.622,3.03,4.001,0.056,169.605,3.86,6.001,0.083,169.892,4.5,8.001,0.09,170.106,5.67,10.001,0.102,169.73,5.6,12,0.103,,,,,
169.97,1.53,2,0.032,169.972,3.03,4.001,0.056,169.954,3.86,6.001,0.083,170.266,4.5,8.001,0.09,170.454,5.67,10.001,0.102,170.106,5.6,12,0.103,,,,,
170.32,1.54,2,0.031,170.32,3.04,4.001,0.056,170.304,3.86,6.001,0.083,170.615,4.5,8.002,0.09,170.804,5.67,10.001,0.102,170.456,5.6,12,0.103,,,,,
170.668,1.53,2,0.031,170.67,3.04,4.001,0.056,170.653,3.86,6.001,0.083,170.964,4.5,8.001,0.09,171.152,5.67,10.001,0.102,170.805,5.59,12,0.103,,,,,
171.017,1.54,2,0.031,171.046,3.03,4.001,0.056,171.03,3.86,6.001,0.083,171.313,4.49,8.001,0.091,171.501,5.66,10.001,0.102,171.153,5.59,12,0.103,,,,,
171.366,1.54,2,0.031,171.395,3.03,4.001,0.056,171.376,3.86,6.001,0.083,171.663,4.49,8.002,0.09,171.878,5.66,10.001,0.102,171.502,5.59,12,0.103,,,,,
171.743,1.53,2,0.031,171.745,3.03,4.001,0.056,171.727,3.86,6.001,0.083,172.038,4.49,8.001,0.091,172.226,5.66,10.001,0.102,171.852,5.58,12,0.103,,,,,
172.091,1.54,2,0.031,172.093,3.03,4.001,0.056,172.074,3.86,6.001,0.083,172.388,4.48,8.002,0.09,172.575,5.66,10.001,0.102,172.229,5.58,12,0.103,,,,,
172.441,1.54,2,0.031,172.442,3.04,4.001,0.056,172.426,3.86,6.001,0.083,172.737,4.48,8.001,0.09,172.923,5.66,10.001,0.102,172.577,5.58,12,0.103,,,,,
172.792,1.53,2,0.031,172.818,3.03,4.001,0.055,172.802,3.86,6.001,0.083,173.086,4.49,8.002,0.09,173.3,5.66,10.001,0.102,172.927,5.58,12,0.103,,,,,
173.139,1.54,2,0.032,173.168,3.04,4.001,0.056,173.151,3.86,6.001,0.083,173.435,4.49,8.001,0.09,173.648,5.66,10.001,0.102,173.275,5.58,12,0.103,,,,,
173.515,1.53,2,0.031,173.516,3.04,4.001,0.056,173.501,3.86,6.001,0.083,173.784,4.48,8.002,0.09,173.998,5.65,10.001,0.102,173.627,5.58,12,0.103,,,,,
173.866,1.54,2,0.031,173.865,3.04,4.001,0.056,173.848,3.86,6.001,0.083,174.161,4.48,8.001,0.09,174.348,5.65,10.001,0.102,173.985,5.57,12,0.103,,,,,
174.215,1.54,2,0.031,174.214,3.03,4.001,0.055,174.199,3.85,6.001,0.083,174.51,4.48,8.001,0.09,174.697,5.65,10.001,0.102,174.34,5.57,12,0.103,,,,,
174.563,1.54,2,0.031,174.591,3.03,4.001,0.056,174.575,3.85,6.001,0.083,174.859,4.48,8.002,0.09,175.044,5.65,10.001,0.102,174.7,5.57,12,0.103,,,,,
174.912,1.54,2,0.031,174.939,3.04,4.001,0.056,174.925,3.85,6.001,0.083,175.208,4.47,8.001,0.09,175.422,5.65,10.001,0.102,175.049,5.57,12,0.103,,,,,
175.289,1.53,2,0.031,175.288,3.04,4,0.056,175.273,3.85,6.001,0.083,175.558,4.48,8.002,0.09,175.77,5.65,10.001,0.102,175.398,5.57,12,0.102,,,,,
175.637,1.53,2,0.031,175.637,3.04,4.001,0.056,175.622,3.85,6.001,0.083,175.933,4.48,8.001,0.09,176.119,5.64,10.001,0.102,175.747,5.57,12,0.103,,,,,
175.987,1.54,2,0.031,175.987,3.03,4.001,0.056,175.971,3.85,6.001,0.083,176.282,4.48,8.002,0.09,176.468,5.64,10.001,0.101,176.123,5.57,12,0.102,,,,,
176.336,1.53,2,0.031,176.362,3.03,4.001,0.056,176.346,3.85,6.001,0.082,176.631,4.48,8.002,0.09,176.818,5.64,10.001,0.101,176.472,5.56,12,0.103,,,,,
176.685,1.54,2,0.032,176.711,3.03,4.001,0.056,176.696,3.85,6.001,0.082,176.982,4.48,8.002,0.09,177.177,5.64,10.001,0.102,176.821,5.57,12,0.103,,,,,
177.033,1.54,2,0.032,177.06,3.04,4.001,0.056,177.045,3.85,6.001,0.083,177.331,4.48,8.001,0.09,177.561,5.64,10.001,0.102,177.17,5.56,12,0.102,,,,,
177.412,1.54,2,0.031,177.411,3.03,4.001,0.055,177.395,3.85,6.001,0.083,177.707,4.47,8.001,0.09,177.92,5.64,10.001,0.101,177.544,5.56,12,0.102,,,,,
177.761,1.53,2,0.031,177.759,3.03,4.001,0.056,177.744,3.85,6.001,0.082,178.056,4.48,8.001,0.09,178.295,5.63,10.001,0.101,177.895,5.56,12,0.102,,,,,
178.109,1.54,2,0.031,178.136,3.03,4.001,0.056,178.119,3.85,6.001,0.083,178.405,4.47,8.002,0.09,178.644,5.63,10.001,0.101,178.244,5.56,12,0.102,,,,,
178.458,1.53,2,0.031,178.483,3.03,4.001,0.056,178.47,3.85,6.001,0.083,178.755,4.47,8.001,0.09,178.992,5.63,10.001,0.101,178.593,5.55,12,0.102,,,,,
178.807,1.53,2,0.031,178.834,3.03,4.001,0.056,178.819,3.85,6.001,0.082,179.102,4.47,8.002,0.09,179.343,5.63,10.001,0.101,178.941,5.55,12,0.102,,,,,
179.157,1.53,2,0.031,179.182,3.03,4.001,0.055,179.168,3.84,6.001,0.083,179.479,4.47,8.001,0.09,179.692,5.62,10.001,0.101,179.318,5.55,12,0.102,,,,,
179.531,1.53,2,0.031,179.532,3.03,4.001,0.056,179.517,3.84,6.001,0.082,179.828,4.47,8.001,0.09,180.066,5.62,10.001,0.101,179.667,5.55,12,0.102,,,,,
179.881,1.54,2,0.031,179.881,3.03,4,0.055,179.866,3.84,6.001,0.082,180.176,4.47,8.001,0.09,180.417,5.62,10.001,0.101,180.016,5.55,12,0.102,,,,,
180.229,1.53,2,0.031,180.257,3.03,4,0.056,180.225,3.84,6.001,0.082,180.527,4.47,8.002,0.09,180.767,5.62,10.001,0.101,180.365,5.55,12,0.102,,,,,
180.579,1.54,2,0.031,180.606,3.03,4.001,0.055,180.581,3.84,6.001,0.083,180.875,4.47,8.002,0.09,181.116,5.62,10.001,0.101,180.715,5.54,12,0.102,,,,,
180.929,1.53,2,0.031,180.956,3.03,4.001,0.056,180.94,3.84,6.001,0.082,181.251,4.47,8.002,0.09,181.491,5.62,10.001,0.101,181.064,5.54,12,0.102,,,,,
181.304,1.53,2,0.031,181.305,3.03,4.001,0.056,181.29,3.84,6.001,0.082,181.601,4.47,8.002,0.09,181.856,5.61,10.001,0.101,181.424,5.54,12,0.102,,,,,
181.653,1.53,2,0.031,181.654,3.03,4.001,0.056,181.639,3.84,6.001,0.082,181.95,4.46,8.002,0.09,182.222,5.61,10.001,0.101,181.779,5.54,12,0.102,,,,,
182.002,1.54,2,0.031,182.004,3.03,4.001,0.056,181.988,3.84,6.001,0.082,182.304,4.47,8.002,0.09,182.619,5.61,10.001,0.101,182.139,5.54,12,0.102,,,,,
182.351,1.54,2,0.031,182.38,3.03,4.001,0.055,182.364,3.84,6.001,0.082,182.703,4.46,8.002,0.09,182.967,5.61,10.001,0.101,182.488,5.53,12,0.102,,,,,
182.706,1.53,2,0.031,182.734,3.03,4.001,0.056,182.719,3.84,6.001,0.082,183.049,4.46,8.002,0.089,183.317,5.61,10.001,0.101,182.842,5.54,12,0.101,,,,,
183.076,1.53,2,0.031,183.131,3.03,4.001,0.056,183.116,3.83,6.001,0.082,183.4,4.45,8.002,0.09,183.676,5.61,10.001,0.101,183.241,5.53,12,0.102,,,,,
183.424,1.53,2,0.031,183.48,3.03,4.001,0.055,183.464,3.83,6.001,0.082,183.748,4.45,8.002,0.089,184.058,5.6,10.001,0.101,183.588,5.53,12,0.101,,,,,
183.773,1.53,2,0.031,183.828,3.03,4.001,0.056,183.812,3.83,6.001,0.082,184.097,4.45,8.002,0.09,184.417,5.6,10.001,0.101,183.938,5.53,12,0.101,,,,,
184.124,1.53,2,0.031,184.179,3.03,4.001,0.056,184.163,3.83,6.001,0.082,184.473,4.45,8.002,0.089,184.794,5.6,10.001,0.101,184.298,5.53,12,0.102,,,,,
184.473,1.53,2,0.031,184.527,3.03,4.001,0.055,184.512,3.83,6.001,0.082,184.821,4.45,8.002,0.089,185.142,5.6,10.001,0.101,184.68,5.53,12,0.101,,,,,
184.849,1.53,2,0.031,184.876,3.03,4.001,0.056,184.86,3.83,6.001,0.082,185.172,4.45,8.002,0.089,185.492,5.6,10.001,0.101,185.04,5.53,12,0.102,,,,,
185.198,1.53,2,0.031,185.252,3.02,4.001,0.055,185.238,3.83,6.001,0.082,185.521,4.45,8.002,0.09,185.842,5.6,10.001,0.1,185.388,5.53,12,0.101,,,,,
185.548,1.53,2,0.031,185.602,3.03,4.001,0.055,185.586,3.83,6.001,0.082,185.869,4.45,8.002,0.089,186.191,5.59,10.001,0.1,185.766,5.52,12,0.101,,,,,
185.896,1.53,2,0.031,185.95,3.03,4.001,0.055,185.936,3.83,6.001,0.082,186.244,4.45,8.002,0.089,186.55,5.59,10.001,0.101,186.114,5.52,12,0.101,,,,,
186.246,1.53,2,0.031,186.299,3.02,4.001,0.056,186.284,3.83,6.001,0.082,186.594,4.45,8.002,0.089,186.915,5.58,10.001,0.101,186.464,5.52,12,0.101,,,,,
186.594,1.53,2,0.031,186.649,3.03,4.001,0.055,186.633,3.83,6.001,0.082,186.944,4.45,8.002,0.089,187.264,5.58,10.001,0.1,186.813,5.51,12,0.101,,,,,
186.971,1.53,2,0.031,187.024,3.03,4.001,0.056,187.01,3.82,6.001,0.082,187.292,4.45,8.002,0.09,187.612,5.58,10.001,0.101,187.162,5.51,12,0.101,,,,,
187.32,1.53,2,0.031,187.374,3.02,4.001,0.056,187.36,3.82,6.001,0.082,187.641,4.45,8.002,0.089,187.962,5.58,10.001,0.101,187.537,5.51,12,0.101,,,,,
187.67,1.53,2,0.031,187.722,3.03,4.001,0.056,187.709,3.82,6.001,0.082,187.991,4.45,8.002,0.089,188.311,5.58,10.001,0.1,187.887,5.51,12,0.101,,,,,
188.018,1.53,2,0.031,188.073,3.02,4.001,0.055,188.058,3.82,6.001,0.082,188.368,4.45,8.002,0.089,188.687,5.58,10.001,0.1,188.237,5.51,12,0.101,,,,,
188.367,1.53,2,0.031,188.42,3.02,4.001,0.056,188.406,3.82,6.001,0.082,188.717,4.45,8.002,0.089,189.036,5.58,10.001,0.101,188.584,5.51,12,0.101,,,,,
188.716,1.53,2,0.031,188.795,3.02,4.001,0.055,188.782,3.82,6.001,0.082,189.066,4.45,8.002,0.089,189.385,5.58,10.001,0.1,188.935,5.51,12,0.101,,,,,
189.091,1.53,2,0.031,189.145,3.03,4.001,0.055,189.13,3.82,6.001,0.082,189.415,4.45,8.001,0.089,189.733,5.57,10.001,0.1,189.31,5.51,12,0.101,,,,,
189.441,1.53,2,0.031,189.494,3.02,4.001,0.056,189.48,3.82,6.001,0.082,189.764,4.45,8.002,0.089,190.11,5.57,10.001,0.101,189.659,5.51,12,0.101,,,,,
189.79,1.53,2,0.031,189.844,3.03,4.001,0.056,189.83,3.82,6.001,0.082,190.141,4.44,8.002,0.089,190.46,5.57,10.001,0.1,190.009,5.5,12,0.101,,,,,
190.142,1.53,2,0.031,190.219,3.02,4.001,0.055,190.177,3.82,6.001,0.082,190.489,4.44,8.002,0.089,190.809,5.57,10.001,0.1,190.357,5.5,12,0.101,,,,,
190.49,1.53,2,0.031,190.568,3.02,4.001,0.055,190.554,3.82,6.001,0.082,190.839,4.41,8.002,0.089,191.157,5.57,10.001,0.1,190.706,5.5,12,0.101,,,,,
190.866,1.53,2,0.031,190.918,3.03,4.001,0.055,190.903,3.82,6.001,0.082,191.187,4.42,8.002,0.089,191.507,5.57,10.001,0.1,191.082,5.5,12,0.101,,,,,
191.214,1.53,2,0.031,191.267,3.03,4.001,0.055,191.251,3.82,6.001,0.082,191.537,4.42,8.002,0.089,191.856,5.56,10.001,0.1,191.432,5.5,12,0.101,,,,,
191.563,1.53,2,0.031,191.617,3.02,4.001,0.055,191.601,3.82,6.001,0.082,191.913,4.42,8.002,0.089,192.232,5.56,10.001,0.1,191.78,5.49,12,0.101,,,,,
191.912,1.53,2,0.031,191.965,3.02,4.001,0.056,191.951,3.82,6.001,0.082,192.263,4.42,8.002,0.089,192.581,5.57,10.001,0.1,192.13,5.49,12,0.101,,,,,
192.289,1.53,2,0.031,192.343,3.02,4.001,0.055,192.326,3.81,6.001,0.081,192.61,4.43,8.002,0.089,192.93,5.56,10.001,0.1,192.48,5.49,12,0.1,,,,,
192.638,1.53,2,0.031,192.691,3.02,4.001,0.055,192.676,3.82,6.001,0.082,192.96,4.42,8.002,0.089,193.279,5.56,10.001,0.1,192.829,5.49,12,0.1,,,,,
192.987,1.53,2,0.031,193.04,3.02,4.001,0.055,193.026,3.81,6.001,0.082,193.309,4.42,8.002,0.088,193.628,5.55,10.001,0.1,193.222,5.49,12,0.1,,,,,
193.335,1.53,2,0.031,193.389,3.02,4.001,0.056,193.374,3.81,6.001,0.082,193.685,4.42,8.002,0.089,194.005,5.56,10.001,0.1,193.581,5.49,12,0.101,,,,,
193.684,1.53,2,0.031,193.738,3.02,4.001,0.055,193.724,3.81,6.001,0.082,194.034,4.42,8.002,0.089,194.353,5.57,10.001,0.1,193.93,5.49,12,0.1,,,,,
194.034,1.53,2,0.031,194.115,3.02,4.001,0.055,194.101,3.81,6.001,0.081,194.383,4.42,8.002,0.089,194.703,5.57,10.001,0.1,194.306,5.48,12,0.1,,,,,
194.41,1.53,2,0.031,194.463,3.03,4.001,0.055,194.449,3.81,6.001,0.082,194.733,4.43,8.002,0.089,195.051,5.56,10.001,0.1,194.655,5.48,12,0.1,,,,,
194.759,1.53,2,0.031,194.812,3.02,4.001,0.056,194.798,3.81,6.001,0.081,195.081,4.43,8.002,0.089,195.401,5.57,10.001,0.1,195.006,5.48,12,0.1,,,,,
195.11,1.53,2,0.031,195.163,3.02,4.001,0.055,195.147,3.81,6.001,0.082,195.441,4.42,8.002,0.089,195.776,5.56,10.001,0.1,195.353,5.48,12,0.1,,,,,
195.457,1.53,2,0.031,195.511,3.02,4.001,0.055,195.497,3.81,6.001,0.082,195.824,4.42,8.002,0.089,196.126,5.56,10.001,0.1,195.728,5.48,12,0.1,,,,,
195.808,1.53,2,0.031,195.885,3.02,4.001,0.055,195.845,3.81,6.001,0.081,196.182,4.42,8.002,0.089,196.474,5.56,10.001,0.1,196.079,5.47,12,0.1,,,,,
196.183,1.53,2,0.031,196.236,3.02,4.001,0.055,196.205,3.81,6.001,0.082,196.533,4.42,8.002,0.089,196.823,5.55,10.001,0.1,196.428,5.47,12,0.1,,,,,
196.532,1.53,2,0.031,196.584,3.02,4.001,0.055,196.562,3.81,6.001,0.081,196.908,4.42,8.002,0.089,197.171,5.55,10.001,0.1,196.777,5.47,12,0.1,,,,,
196.882,1.53,2,0.031,196.935,3.02,4.001,0.055,196.921,3.81,6.001,0.082,197.257,4.42,8.002,0.089,197.549,5.55,10.001,0.1,197.126,5.47,12,0.1,,,,,
197.232,1.53,2,0.031,197.283,3.02,4.001,0.055,197.27,3.8,6.001,0.081,197.607,4.42,8.002,0.088,197.897,5.55,10.001,0.099,197.475,5.47,12,0.1,,,,,
197.581,1.53,2,0.031,197.658,3.02,4.001,0.056,197.618,3.81,6.001,0.081,197.956,4.42,8.002,0.089,198.247,5.55,10.001,0.1,197.851,5.47,12,0.1,,,,,
197.93,1.53,2,0.031,198.008,3.02,4.001,0.056,197.996,3.8,6.001,0.081,198.306,4.42,8.002,0.089,198.597,5.55,10.001,0.099,198.2,5.47,12,0.1,,,,,
198.306,1.53,2,0.031,198.357,3.02,4.001,0.055,198.342,3.8,6.001,0.081,198.679,4.41,8.002,0.088,198.957,5.54,10.001,0.1,198.549,5.47,12,0.1,,,,,
198.653,1.53,2,0.031,198.706,3.02,4.001,0.055,198.693,3.8,6.001,0.082,199.031,4.39,8.002,0.088,199.338,5.54,10.001,0.099,198.899,5.47,12,0.1,,,,,
199.004,1.53,2,0.031,199.055,3.02,4.001,0.055,199.042,3.8,6.001,0.081,199.379,4.4,8.001,0.089,199.698,5.54,10.001,0.1,199.248,5.46,12,0.1,,,,,
199.352,1.53,2,0.031,199.432,3.02,4.001,0.055,199.392,3.8,6.001,0.081,199.729,4.4,8.002,0.089,200.046,5.54,10.001,0.099,199.597,5.46,12,0.1,,,,,
199.727,1.53,2,0.031,199.782,3.02,4.001,0.055,199.74,3.79,6.001,0.081,200.077,4.4,8.002,0.088,200.408,5.54,10.001,0.099,199.973,5.46,12,0.1,,,,,
200.077,1.53,2,0.031,200.131,3.02,4.001,0.055,200.115,3.8,6.001,0.081,200.453,4.4,8.002,0.088,200.762,5.53,10.001,0.099,200.323,5.46,12,0.1,,,,,
200.426,1.53,2,0.031,200.479,3.02,4.001,0.055,200.465,3.79,6.001,0.081,200.802,4.4,8.002,0.088,201.121,5.53,10.001,0.099,200.672,5.46,12,0.099,,,,,
200.776,1.53,2,0.031,200.829,3.02,4.001,0.055,200.814,3.79,6.001,0.081,201.15,4.4,8.002,0.088,201.471,5.53,10.001,0.1,201.022,5.46,12,0.1,,,,,
