2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
106.557,1.84,2,0.034,106.618,3.86,4.001,0.066,106.559,4.54,6.001,0.087,106.51,5.84,8.001,0.096,107.126,5.91,10.001,0.117,106.771,6.21,12,0.115
106.932,1.84,2,0.034,106.966,3.86,4.001,0.066,106.932,4.54,6.001,0.088,106.888,5.84,8.001,0.096,107.475,5.91,10.001,0.117,107.119,6.21,12,0.115
107.282,1.84,2,0.034,107.315,3.85,4.001,0.066,107.282,4.53,6.001,0.087,107.236,5.83,8.001,0.096,107.849,5.91,10.001,0.117,107.494,6.2,12,0.115
107.631,1.84,2,0.034,107.691,3.89,4.001,0.066,107.632,4.53,6.001,0.087,107.586,5.83,8.001,0.096,108.2,5.9,10.001,0.117,107.845,6.2,12,0.114
107.98,1.84,2,0.034,108.041,3.89,4.001,0.066,107.981,4.53,6.001,0.087,107.935,5.83,8.001,0.096,108.548,5.9,10.001,0.117,108.193,6.18,12,0.114
108.329,1.83,2,0.034,108.39,3.89,4.001,0.066,108.329,4.53,6.001,0.087,108.284,5.83,8.002,0.096,108.898,5.9,10.001,0.117,108.543,6.17,12,0.114
108.706,1.84,2,0.034,108.738,3.89,4.001,0.067,108.705,4.53,6.001,0.087,108.661,5.82,8.001,0.096,109.246,5.9,10.001,0.117,108.892,6.17,12,0.114
109.054,1.84,2,0.034,109.088,3.89,4.001,0.066,109.054,4.53,6.001,0.087,109.01,5.82,8.001,0.096,109.624,5.89,10.001,0.117,109.268,6.17,12,0.114
109.405,1.84,2,0.034,109.437,3.89,4.001,0.066,109.403,4.52,6.001,0.087,109.359,5.81,8.001,0.096,109.972,5.88,10.001,0.117,109.616,6.17,12,0.114
109.753,1.84,2,0.034,109.814,3.89,4.001,0.066,109.752,4.53,6.001,0.087,109.707,5.82,8.002,0.096,110.322,5.88,10.001,0.117,109.967,6.17,12,0.114
110.103,1.83,2,0.034,110.162,3.89,4.001,0.066,110.103,4.52,6.001,0.087,110.056,5.81,8.001,0.096,110.669,5.88,10.001,0.116,110.316,6.16,12,0.113
110.45,1.84,2,0.034,110.513,3.89,4.001,0.066,110.479,4.52,6.001,0.087,110.406,5.82,8.001,0.096,111.019,5.88,10.001,0.116,110.664,6.16,12,0.113
110.827,1.83,2,0.034,110.861,3.88,4.001,0.066,110.827,4.52,6.001,0.087,110.782,5.8,8.001,0.096,111.368,5.88,10.001,0.117,111.041,6.15,12,0.113
111.176,1.83,2,0.034,111.211,3.88,4.001,0.066,111.176,4.52,6.001,0.087,111.13,5.8,8.001,0.096,111.745,5.87,10.001,0.117,111.39,6.15,12,0.114
111.526,1.84,2,0.034,111.586,3.88,4.001,0.066,111.525,4.52,6.001,0.087,111.482,5.8,8.001,0.096,112.096,5.87,10.001,0.116,111.739,6.15,12,0.113
